Study ID,Patient ID,Sample ID,NSD1: mRNA expression z-scores relative to all samples (log microarray)
brca_metabric,MTS-T0456,MTS-T0456,NA
brca_metabric,MTS-T0466,MTS-T0466,NA
brca_metabric,MTS-T0468,MTS-T0468,NA
brca_metabric,MTS-T0479,MTS-T0479,NA
brca_metabric,MTS-T0490,MTS-T0490,NA
brca_metabric,MTS-T0508,MTS-T0508,NA
brca_metabric,MTS-T0510,MTS-T0510,NA
brca_metabric,MTS-T0515,MTS-T0515,NA
brca_metabric,MTS-T0516,MTS-T0516,NA
brca_metabric,MTS-T0525,MTS-T0525,NA
brca_metabric,MTS-T0528,MTS-T0528,NA
brca_metabric,MTS-T0558,MTS-T0558,NA
brca_metabric,MTS-T0600,MTS-T0600,NA
brca_metabric,MTS-T0602,MTS-T0602,NA
brca_metabric,MTS-T0646,MTS-T0646,NA
brca_metabric,MTS-T0652,MTS-T0652,NA
brca_metabric,MTS-T0673,MTS-T0673,NA
brca_metabric,MTS-T0685,MTS-T0685,NA
brca_metabric,MTS-T0689,MTS-T0689,NA
brca_metabric,MTS-T0690,MTS-T0690,NA
brca_metabric,MTS-T0691,MTS-T0691,NA
brca_metabric,MTS-T0692,MTS-T0692,NA
brca_metabric,MTS-T0693,MTS-T0693,NA
brca_metabric,MTS-T0694,MTS-T0694,NA
brca_metabric,MTS-T0695,MTS-T0695,NA
brca_metabric,MTS-T0696,MTS-T0696,NA
brca_metabric,MTS-T0697,MTS-T0697,NA
brca_metabric,MTS-T0698,MTS-T0698,NA
brca_metabric,MTS-T0699,MTS-T0699,NA
brca_metabric,MTS-T0700,MTS-T0700,NA
brca_metabric,MTS-T0701,MTS-T0701,NA
brca_metabric,MTS-T0702,MTS-T0702,NA
brca_metabric,MTS-T0703,MTS-T0703,NA
brca_metabric,MTS-T0704,MTS-T0704,NA
brca_metabric,MTS-T0705,MTS-T0705,NA
brca_metabric,MTS-T0706,MTS-T0706,NA
brca_metabric,MTS-T0707,MTS-T0707,NA
brca_metabric,MTS-T0708,MTS-T0708,NA
brca_metabric,MTS-T0709,MTS-T0709,NA
brca_metabric,MTS-T0710,MTS-T0710,NA
brca_metabric,MTS-T0711,MTS-T0711,NA
brca_metabric,MTS-T0712,MTS-T0712,NA
brca_metabric,MTS-T0713,MTS-T0713,NA
brca_metabric,MTS-T0714,MTS-T0714,NA
brca_metabric,MTS-T0715,MTS-T0715,NA
brca_metabric,MTS-T0716,MTS-T0716,NA
brca_metabric,MTS-T0717,MTS-T0717,NA
brca_metabric,MTS-T0718,MTS-T0718,NA
brca_metabric,MTS-T0719,MTS-T0719,NA
brca_metabric,MTS-T0720,MTS-T0720,NA
brca_metabric,MTS-T0721,MTS-T0721,NA
brca_metabric,MTS-T0722,MTS-T0722,NA
brca_metabric,MTS-T0723,MTS-T0723,NA
brca_metabric,MTS-T0724,MTS-T0724,NA
brca_metabric,MTS-T0725,MTS-T0725,NA
brca_metabric,MTS-T0726,MTS-T0726,NA
brca_metabric,MTS-T0737,MTS-T0737,NA
brca_metabric,MTS-T0788,MTS-T0788,NA
brca_metabric,MTS-T0824,MTS-T0824,NA
brca_metabric,MTS-T0877,MTS-T0877,NA
brca_metabric,MTS-T0883,MTS-T0883,NA
brca_metabric,MTS-T0911,MTS-T0911,NA
brca_metabric,MTS-T0927,MTS-T0927,NA
brca_metabric,MTS-T0951,MTS-T0951,NA
brca_metabric,MTS-T1000,MTS-T1000,NA
brca_metabric,MTS-T1020,MTS-T1020,NA
brca_metabric,MTS-T1047,MTS-T1047,NA
brca_metabric,MTS-T1088,MTS-T1088,NA
brca_metabric,MTS-T1134,MTS-T1134,NA
brca_metabric,MTS-T1138,MTS-T1138,NA
brca_metabric,MTS-T1161,MTS-T1161,NA
brca_metabric,MTS-T1185,MTS-T1185,NA
brca_metabric,MTS-T1189,MTS-T1189,NA
brca_metabric,MTS-T1191,MTS-T1191,NA
brca_metabric,MTS-T1203,MTS-T1203,NA
brca_metabric,MTS-T1213,MTS-T1213,NA
brca_metabric,MTS-T1223,MTS-T1223,NA
brca_metabric,MTS-T1240,MTS-T1240,NA
brca_metabric,MTS-T1248,MTS-T1248,NA
brca_metabric,MTS-T1259,MTS-T1259,NA
brca_metabric,MTS-T1264,MTS-T1264,NA
brca_metabric,MTS-T1269,MTS-T1269,NA
brca_metabric,MTS-T1270,MTS-T1270,NA
brca_metabric,MTS-T1272,MTS-T1272,NA
brca_metabric,MTS-T1273,MTS-T1273,NA
brca_metabric,MTS-T1275,MTS-T1275,NA
brca_metabric,MTS-T1276,MTS-T1276,NA
brca_metabric,MTS-T1277,MTS-T1277,NA
brca_metabric,MTS-T1278,MTS-T1278,NA
brca_metabric,MTS-T1279,MTS-T1279,NA
brca_metabric,MTS-T1280,MTS-T1280,NA
brca_metabric,MTS-T1281,MTS-T1281,NA
brca_metabric,MTS-T1282,MTS-T1282,NA
brca_metabric,MTS-T1283,MTS-T1283,NA
brca_metabric,MTS-T1284,MTS-T1284,NA
brca_metabric,MTS-T1285,MTS-T1285,NA
brca_metabric,MTS-T1286,MTS-T1286,NA
brca_metabric,MTS-T1287,MTS-T1287,NA
brca_metabric,MTS-T1288,MTS-T1288,NA
brca_metabric,MTS-T1289,MTS-T1289,NA
brca_metabric,MTS-T1290,MTS-T1290,NA
brca_metabric,MTS-T1291,MTS-T1291,NA
brca_metabric,MTS-T1292,MTS-T1292,NA
brca_metabric,MTS-T1293,MTS-T1293,NA
brca_metabric,MTS-T1294,MTS-T1294,NA
brca_metabric,MTS-T1295,MTS-T1295,NA
brca_metabric,MTS-T1296,MTS-T1296,NA
brca_metabric,MTS-T1297,MTS-T1297,NA
brca_metabric,MTS-T1298,MTS-T1298,NA
brca_metabric,MTS-T1299,MTS-T1299,NA
brca_metabric,MTS-T1300,MTS-T1300,NA
brca_metabric,MTS-T1301,MTS-T1301,NA
brca_metabric,MTS-T1302,MTS-T1302,NA
brca_metabric,MTS-T1303,MTS-T1303,NA
brca_metabric,MTS-T1304,MTS-T1304,NA
brca_metabric,MTS-T1305,MTS-T1305,NA
brca_metabric,MTS-T1306,MTS-T1306,NA
brca_metabric,MTS-T1307,MTS-T1307,NA
brca_metabric,MTS-T1308,MTS-T1308,NA
brca_metabric,MTS-T1309,MTS-T1309,NA
brca_metabric,MTS-T1310,MTS-T1310,NA
brca_metabric,MTS-T1311,MTS-T1311,NA
brca_metabric,MTS-T1312,MTS-T1312,NA
brca_metabric,MTS-T1313,MTS-T1313,NA
brca_metabric,MTS-T1314,MTS-T1314,NA
brca_metabric,MTS-T1326,MTS-T1326,NA
brca_metabric,MTS-T1329,MTS-T1329,NA
brca_metabric,MTS-T1366,MTS-T1366,NA
brca_metabric,MTS-T1454,MTS-T1454,NA
brca_metabric,MTS-T1501,MTS-T1501,NA
brca_metabric,MTS-T1502,MTS-T1502,NA
brca_metabric,MTS-T1503,MTS-T1503,NA
brca_metabric,MTS-T1504,MTS-T1504,NA
brca_metabric,MTS-T1514,MTS-T1514,NA
brca_metabric,MTS-T1515,MTS-T1515,NA
brca_metabric,MTS-T1516,MTS-T1516,NA
brca_metabric,MTS-T1517,MTS-T1517,NA
brca_metabric,MTS-T1522,MTS-T1522,NA
brca_metabric,MTS-T1525,MTS-T1525,NA
brca_metabric,MTS-T1526,MTS-T1526,NA
brca_metabric,MTS-T1527,MTS-T1527,NA
brca_metabric,MTS-T1537,MTS-T1537,NA
brca_metabric,MTS-T1548,MTS-T1548,NA
brca_metabric,MTS-T1549,MTS-T1549,NA
brca_metabric,MTS-T1560,MTS-T1560,NA
brca_metabric,MTS-T1561,MTS-T1561,NA
brca_metabric,MTS-T1571,MTS-T1571,NA
brca_metabric,MTS-T1576,MTS-T1576,NA
brca_metabric,MTS-T1582,MTS-T1582,NA
brca_metabric,MTS-T1583,MTS-T1583,NA
brca_metabric,MTS-T1605,MTS-T1605,NA
brca_metabric,MTS-T1616,MTS-T1616,NA
brca_metabric,MTS-T1633,MTS-T1633,NA
brca_metabric,MTS-T1659,MTS-T1659,NA
brca_metabric,MTS-T1706,MTS-T1706,NA
brca_metabric,MTS-T1774,MTS-T1774,NA
brca_metabric,MTS-T1800,MTS-T1800,NA
brca_metabric,MTS-T1829,MTS-T1829,NA
brca_metabric,MTS-T1847,MTS-T1847,NA
brca_metabric,MTS-T1865,MTS-T1865,NA
brca_metabric,MTS-T1872,MTS-T1872,NA
brca_metabric,MTS-T1922,MTS-T1922,NA
brca_metabric,MTS-T1945,MTS-T1945,NA
brca_metabric,MTS-T1954,MTS-T1954,NA
brca_metabric,MTS-T1962,MTS-T1962,NA
brca_metabric,MTS-T1971,MTS-T1971,NA
brca_metabric,MTS-T1973,MTS-T1973,NA
brca_metabric,MTS-T1983,MTS-T1983,NA
brca_metabric,MTS-T1985,MTS-T1985,NA
brca_metabric,MTS-T1991,MTS-T1991,NA
brca_metabric,MTS-T2018,MTS-T2018,NA
brca_metabric,MTS-T2030,MTS-T2030,NA
brca_metabric,MTS-T2031,MTS-T2031,NA
brca_metabric,MTS-T2043,MTS-T2043,NA
brca_metabric,MTS-T2044,MTS-T2044,NA
brca_metabric,MTS-T2047,MTS-T2047,NA
brca_metabric,MTS-T2053,MTS-T2053,NA
brca_metabric,MTS-T2054,MTS-T2054,NA
brca_metabric,MTS-T2055,MTS-T2055,NA
brca_metabric,MTS-T2064,MTS-T2064,NA
brca_metabric,MTS-T2065,MTS-T2065,NA
brca_metabric,MTS-T2066,MTS-T2066,NA
brca_metabric,MTS-T2068,MTS-T2068,NA
brca_metabric,MTS-T2073,MTS-T2073,NA
brca_metabric,MTS-T2074,MTS-T2074,NA
brca_metabric,MTS-T2075,MTS-T2075,NA
brca_metabric,MTS-T2076,MTS-T2076,NA
brca_metabric,MTS-T2083,MTS-T2083,NA
brca_metabric,MTS-T2084,MTS-T2084,NA
brca_metabric,MTS-T2085,MTS-T2085,NA
brca_metabric,MTS-T2086,MTS-T2086,NA
brca_metabric,MTS-T2087,MTS-T2087,NA
brca_metabric,MTS-T2090,MTS-T2090,NA
brca_metabric,MTS-T2094,MTS-T2094,NA
brca_metabric,MTS-T2095,MTS-T2095,NA
brca_metabric,MTS-T2096,MTS-T2096,NA
brca_metabric,MTS-T2097,MTS-T2097,NA
brca_metabric,MTS-T2104,MTS-T2104,NA
brca_metabric,MTS-T2105,MTS-T2105,NA
brca_metabric,MTS-T2106,MTS-T2106,NA
brca_metabric,MTS-T2107,MTS-T2107,NA
brca_metabric,MTS-T2115,MTS-T2115,NA
brca_metabric,MTS-T2116,MTS-T2116,NA
brca_metabric,MTS-T2117,MTS-T2117,NA
brca_metabric,MTS-T2118,MTS-T2118,NA
brca_metabric,MTS-T2126,MTS-T2126,NA
brca_metabric,MTS-T2127,MTS-T2127,NA
brca_metabric,MTS-T2128,MTS-T2128,NA
brca_metabric,MTS-T2129,MTS-T2129,NA
brca_metabric,MTS-T2150,MTS-T2150,NA
brca_metabric,MTS-T2153,MTS-T2153,NA
brca_metabric,MTS-T2167,MTS-T2167,NA
brca_metabric,MTS-T2178,MTS-T2178,NA
brca_metabric,MTS-T2189,MTS-T2189,NA
brca_metabric,MTS-T2190,MTS-T2190,NA
brca_metabric,MTS-T2191,MTS-T2191,NA
brca_metabric,MTS-T2206,MTS-T2206,NA
brca_metabric,MTS-T2212,MTS-T2212,NA
brca_metabric,MTS-T2291,MTS-T2291,NA
brca_metabric,MTS-T2304,MTS-T2304,NA
brca_metabric,MTS-T2320,MTS-T2320,NA
brca_metabric,MTS-T2391,MTS-T2391,NA
brca_metabric,MTS-T2392,MTS-T2392,NA
brca_metabric,MTS-T2393,MTS-T2393,NA
brca_metabric,MTS-T2398,MTS-T2398,NA
brca_metabric,MTS-T2402,MTS-T2402,NA
brca_metabric,MTS-T2403,MTS-T2403,NA
brca_metabric,MTS-T2404,MTS-T2404,NA
brca_metabric,MTS-T2405,MTS-T2405,NA
brca_metabric,MTS-T2406,MTS-T2406,NA
brca_metabric,MTS-T2407,MTS-T2407,NA
brca_metabric,MTS-T2408,MTS-T2408,NA
brca_metabric,MTS-T2409,MTS-T2409,NA
brca_metabric,MTS-T2410,MTS-T2410,NA
brca_metabric,MTS-T2412,MTS-T2412,NA
brca_metabric,MTS-T2413,MTS-T2413,NA
brca_metabric,MTS-T2414,MTS-T2414,NA
brca_metabric,MTS-T2415,MTS-T2415,NA
brca_metabric,MTS-T2416,MTS-T2416,NA
brca_metabric,MTS-T2417,MTS-T2417,NA
brca_metabric,MTS-T2418,MTS-T2418,NA
brca_metabric,MTS-T2419,MTS-T2419,NA
brca_metabric,MTS-T2420,MTS-T2420,NA
brca_metabric,MTS-T2421,MTS-T2421,NA
brca_metabric,MTS-T2422,MTS-T2422,NA
brca_metabric,MTS-T2423,MTS-T2423,NA
brca_metabric,MTS-T2424,MTS-T2424,NA
brca_metabric,MTS-T2425,MTS-T2425,NA
brca_metabric,MTS-T2426,MTS-T2426,NA
brca_metabric,MTS-T2427,MTS-T2427,NA
brca_metabric,MTS-T2428,MTS-T2428,NA
brca_metabric,MTS-T2429,MTS-T2429,NA
brca_metabric,MTS-T2430,MTS-T2430,NA
brca_metabric,MTS-T2431,MTS-T2431,NA
brca_metabric,MTS-T2432,MTS-T2432,NA
